"list","date","vendor","product","price","cat","subcat","feedback","from","to"
"2014-03-01__V45X96RBpU.html","2014-03-01","Instrument","7g Premium Crystal MDA",0.9468851,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__v4C71hLZKX.html","2014-03-01","TheWeedGuru","1. custom order for stevensmartsmith",8.76180668,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
    
    
    ",NA
"2014-03-01__V4JsJTRXUz.html","2014-03-01","Trip_Advisor","1/4LB Any Strain - Free Priority Shipping and Tracking",1.15403735,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    Shipping 5/5. Service 5/5. Quality 5/5. Sticky icky, The Flav. Highly recommend this vendor.
                    

                    0 days ago
                    anon  5.0/5, 6~10 deals
                
            
                
                    5/5
                    FE for trusted vendor, lookin forward to it dude!
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Amazing transaction. Extremely communicative vendor and the GSC was phenomenal for the price I paid (FE'd)
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    WOW! TA, I am blown away by the quality of this bud. It smells like a dead hippy who rolled around in gasoline before an orgy o
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Pack received as expected, awesome communication A+ dealer. You really can't go wrong for the price, weed is dank! A++.
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Great bud, very compressed though and stealth could use some work other than that great vendor with excellent communication.
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Amazing to work with
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Weed looks great, very dense, cured well, a good purchase, I will be back. TA will treat you well.
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Everything went smooth...A+++ on the stuff for my new vendor.
                    

                    4 days ago
                    anon [0 deals]
                
            
        
    
","
      USA
    
    ",NA
"2014-03-01__V4JvbR3MhK.html","2014-03-01","DutchDope","PROMOTION! 10 grams of SPEED PASTE 70%+ purity",0.0996459,"Drugs","Stimulants","
    Feedbacks:
    
        
            
                
                    5/5
                    Absolutly pure - clean stuff.
Delivery2GER tooks 3 days. 

A++ 

after only one half noth'es
                    

                    2 days ago
                    anon  ~2/5, 1~2 deals
                
            
                
                    5/5
                    Stealth package, fast delivery , good product
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    best packaging I've ever seen!very compelling quality!one of the best ""top3"" vendors!every time again!
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Order arrived. Took a while but stuff looks good
                    

                    3 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    Fast shipping,good communication.Weight on point.Not 70% but damn close.No toilet visits,so no caffein cuts.Clean product. Will
                    

                    6 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      Netherlands
    
    ",NA
"2014-03-01__V4kqJ0cWl9.html","2014-03-01","meds4uk","5x 20mg HCL 2C-B Capsule",0.07012376,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    Not the quickest delivery, but got here well packaged. Yet to test but looking forward to it!
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      UK
     ","EU
    "
"2014-03-01__V4PCjijMVP.html","2014-03-01","Mindful-Shaman","1/2 oz dried Psilocybe cubensis shrooms",0.10573476,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    great guy, very fast shipping some serious stealth, I was expecting it and didnt even know what it was till i opened it lol. go
                    

                    5 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__V4sjju2iNE.html","2014-03-01","AM123","7G+ HQ MDMA --Free Express Delivery--",2.12845208,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Australia
     ","Australia
    "
"2014-03-01__v4uxJdgadl.html","2014-03-01","iLoveTaffy","2g Heroin #4, LEAVING AGORA IN 48 HOURS.  LAST CHANCE DEAL.",0.2443315,"Drugs","Opioids","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","Worldwide
    "
"2014-03-01__v51mRUAqFU.html","2014-03-01","AllDrugsUK","0.1g sample WHITE AGF No4 heroin.  UK VENDOR",0.07102651,"Drugs","Opioids","
    Feedbacks:
    
        
            
                
                    5/5
                    Proper real deal white. Reminded me of hazy daze in Goa, when I was not nodded out! Highly recommended.Peace
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      UK
    
    ",NA
"2014-03-01__V524qxGftU.html","2014-03-01","realmarlostanfield","3.5G Ball Game $250 A1 Blow",0.43744531,"Drugs","Stimulants","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","Worldwide
    "
"2014-03-01__v5NZoLyZxr.html","2014-03-01","DampkringAmsterdam","1G - SKUFF - (AAA+) - AMSTERDAM IMPORT - HIGH GRADE HASH",0.01612903,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
     ","WORLDWIDE
    "
"2014-03-01__V5ZkpKiXlm.html","2014-03-01","Czechlab","+Greenhouse gold Black Widow 5g",0.10681098,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
     EU
    
    ",NA
"2014-03-01__V66RhSfcuP.html","2014-03-01","GUNSandROSES","xxkillaguy part 1",0.20157049,"Electronics",NA,"
    Feedbacks:
    No feedbacks found.
","
    
    
    ",NA
"2014-03-01__V6da6kUx7t.html","2014-03-01","farmacy41","[5x] Oxycodone IR 30mg (Roxy, M30)",0.3076328,"Drugs","Opioids","
    Feedbacks:
    
        
            
                
                    5/5
                    SUPER FAST! Thank you so much, will be ordering again ;)
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    FE for v. Trusted vendor!
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    FE for a great vendor, Great stealth and customer service. Best vendor on the DarkNet
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__v6Fn0bso8t.html","2014-03-01","Omnimodo-Facturus","1g MDMA",0.07301869,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Germany
     ","EU except SWE/UK
    "
"2014-03-01__V6krErctMW.html","2014-03-01","swissweed","Viagra 100mg Sildenafil Generic",0.00719212,"Drugs","Prescription","
    Feedbacks:
    No feedbacks found.
","
      Switzerland
     ","Worldwide
    "
"2014-03-01__v6ouEPT2SM.html","2014-03-01","PureDrugs","0,5G Cocaine 80%",0.10516721,"Drugs","Stimulants","
    Feedbacks:
    
        
            
                
                    5/5
                    nice bit of white, washed up into some lovely clean crack.
thx pd
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Absolutly perfect in all the process! I´ll be back soon
                    

                    1 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
     EU
    
    ",NA
"2014-03-01__v75Ym4W2ZY.html","2014-03-01","Dx1","5G of Moroccan Honey Pollen Special First Pass",0.08064516,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    FE. I will update my feedback when it's here.
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      Morocco
     ","Worldwide
    "
"2014-03-01__V7Tm0k7ATr.html","2014-03-01","Fast_Lane","5 Grams Uncut China White Heroin",1.98130369,"Drugs","Opioids","
    Feedbacks:
    
        
            
                
                    5/5
                    updated feedback: seller came through finally and product is stellar quality - wow, strong stuff! happy customer here.
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__v7vVtZ3UDz.html","2014-03-01","Utopic","7g [Utopic's] TRUSTED Tier 2 Greenhouse 'Mix & Match' (Click for strain list) +10% EXTRA",0.1054381,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    FE'd. Will update later.
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Product arrived ok with good stealth. Quality ok but im pretty spoiled.
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    review: http://i4rx33ibdndtqayh.onion/index.php/topic,1643.30.html A+ perfect!
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    FE'd. Arrived sooner than anticipated. Stealth was PHENOMENAL - can't imagine better. Product was overweight and incredibly goo
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Thanks again Utopic. 10/10 would recommend.
                    

                    4 days ago
                    anon [0 deals]
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__v896yVFfqV.html","2014-03-01","RichieRich","Manga Studio EX V5.0.2 Windows",0.0358783,"Services","Other","
    Feedbacks:
    No feedbacks found.
","
      UK
    
    ",NA
"2014-03-01__V8AbXak9BW.html","2014-03-01","Annie_Ann","1 ounce (28 grams) of MDA",1.33993175,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__v8cKWwCNzF.html","2014-03-01","octogram","TWO Co2 Hash Oil Pens",0.14285714,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__v8JTCDlVvA.html","2014-03-01","TheHeineken","1000 x Dominos 220+MG[Bulk]",6.6752269,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
    
     ","Wordwide except: Australia, USA, Scandinavia and Alaska
    "
"2014-03-01__v98R79msuC.html","2014-03-01","Arnachy","1g - MDMA - High Quality",0.07486631,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Germany
     ","Worlwide
    "
"2014-03-01__V9WmqZdFA7.html","2014-03-01","Omnimodo-Facturus","1g Methoxetamine",0.06368855,"Drugs","Dissociatives","
    Feedbacks:
    
        
            
                
                    5/5
                    Super fast and great product.  My next order will be FE.  Trusted vendor.
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      Germany
     ","EU except SWE/UK
    "
"2014-03-01__VaBVlcatSy.html","2014-03-01","DutchMagic","Amnesia Haze - 1KG [Agora Opening Sale]",16.50746215,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
     ","Worldwide except USA/Israel/NL
    "
"2014-03-01__VAgt1PGiaw.html","2014-03-01","MoodyMayhem","*FE SPECIAL* Grapefruit Kush 1/2 lb (227g) || Medical Grade Greenhouse || Hand-Trimmed",2.7715195,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__vai05S63mc.html","2014-03-01","superstrains","250 gram of dutch qaulity speed",1.33383129,"Drugs","Stimulants","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
    
    ",NA
"2014-03-01__VajVM70K5R.html","2014-03-01","HighENDD","SHATTER - LAB GRADE - 7g",0.53570609,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    This is the best shatter I've found since TAF. Smelliest shit I've found so far. Super fast shipping, good stealth etc.
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Wowzers! Took a risk on a new market on Agora and it was WELL worth it. Delicious sampling of 6.3 of Vortex and an ADDITIONAL 1
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__vaK3KnhEax.html","2014-03-01","blackhand","Organic Chemistry Demystified 2/E",0.00262853,"Information","eBooks","
    Feedbacks:
    No feedbacks found.
","
     Internet
    
    ",NA
"2014-03-01__vALE71Ugp4.html","2014-03-01","3gents","5 x 10mg Oxycodon / Oxycodone Crushable",0.1,"Drugs","Opioids","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
     ","EU/UK
    "
"2014-03-01__vAnSq1GiCN.html","2014-03-01","kwikeemart","2.5g Beige MDMA",0.14886164,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Canada
    
    ",NA
"2014-03-01__VaqnCGyuWb.html","2014-03-01","3dames","Beta-blocker Propranolol (Inderal) 10 mg x 50 (free shipping)",0.08851842,"Drugs","Prescription","
    Feedbacks:
    
        
            
                
                    5/5
                    
                    

                    1 days ago
                    anon [0 deals]
                
            
        
    
","
     undeclared
     ","Worldwide
    "
"2014-03-01__vAv0cZjXZu.html","2014-03-01","canadaflag","3.5g Hailys Comet by Flyin Dutchmen Sativa Dominant (10% off)",0.04458643,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Canada
    
    ",NA
"2014-03-01__VAv4Gb3oND.html","2014-03-01","TheResistance","4.0 fl oz (116 ml) Cannabis Tincture",0.17142857,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    Great stealth, super fast shipping, a pleasure to do business.
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__Vavj61gSbd.html","2014-03-01","smokingjacket","28 Grams Fishscale Cocaine 90% Pure",1.7442266,"Drugs","Stimulants","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__VB2s1jJ5p2.html","2014-03-01","passman","Bypass Any SMS Phone Verification Online For FREE",0.02669086,"Information","Guides","
    Feedbacks:
    
        
            
                
                    5/5
                    Great! very handy,
                    

                    4 days ago
                    anon  ~5/5, 6~10 deals
                
            
        
    
","
    
    
    ",NA
"2014-03-01__Vb6uaf7fab.html","2014-03-01","MrCronk","28g HIGHGRADE THAI STICK w NDD;)",0.30182515,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    5/5 for the whole service ;)
                    

                    5 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    this stuff isn't too strong but for its definitely worth the price. i really do like this stuff!
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    MrCronk, fantastic as always, and NDD. what more could i ask for? thank you, z
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Mr Cronk, brilliant as always! One of the best vendors around.
                    

                    6 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Arrived today. Was shipped Monday and arrived today. 4 days in all. Great green, great weed, great serveice.
                    

                    0 days ago
                    anon [0 deals]
                
            
        
    
","
     Undeclared;)
     ","Worldwide
    "
"2014-03-01__VB8ctuVYvq.html","2014-03-01","GermanTerminal","15g Lemon Kush High Quality Indoor",0.36586889,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    fast shipping and nice weed but stealth could be better.
                    

                    4 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    great stuff, fast shipping, definitely coming back ;-)
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      Germany
     ","EU
    "
"2014-03-01__VbbXk8LhZM.html","2014-03-01","TustHak78","15 Gram of Pure Opium Latex -  Very Strong!",0.53348508,"Drugs","Opioids","
    Feedbacks:
    No feedbacks found.
","
     World
     ","World
    "
"2014-03-01__vbijj5DqoN.html","2014-03-01","research_chemist_inc","200mg Sampler 4-HO-MiPT (Miprocin)",0.02306232,"Drugs","RCs","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__vBjgUJ73wU.html","2014-03-01","superdank","2g AK47 x Critical Mass",0.05674064,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      UK
    
    ",NA
"2014-03-01__vbPNf3cNYS.html","2014-03-01","maligan","50 x 0.5 mg Xanax Introductory price !",0.06306306,"Drugs","Benzos","
    Feedbacks:
    
        
            
                
                    5/5
                    what should i say ? best like every time top A+
                    

                    1 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
     EU
     ","worldwide
    "
"2014-03-01__VbrrSXDtqL.html","2014-03-01","theblossom","1gm Indian Traditional Malana Charas/Hash",0.03942652,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
     World
     ","Worldwide
    "
"2014-03-01__VBSn48MTt6.html","2014-03-01","StealthBomber","2G Mdma Crystals ★ Greatest Ninja Stealth★ Europe",0.10488143,"Drugs","Ecstasy","
    Feedbacks:
    
        
            
                
                    5/5
                    Super fast 2 days delivery to neighbor country. Quality product. Going to buy more 4 sure!!!!!!
Best seller ever. Best stealth
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Arrived, 3 days to a neigbour country.
Great stealth
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    wärmstens zu empfehlen!!!!!

super schnell und diskret!!:-))))

1a qualität!!!!!!!!
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    very discreet, arriving three days!! very good product. I would resume it's on!
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Amazing stealth, very fast delivery and precise weight!
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    NICE :)
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Fast and stealthy! Product not tested yet
                    

                    3 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    best stuff ever, highly recommended! super fast, very good stealth
                    

                    5 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Fastest Shipping ever!! And the stealth is really very good ^^ Haven't tested the product, but I'm sure it's as good than it sm
                    

                    6 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    amazing stealth, unexpectedly fast shipping. Have yet to try the product, but everything else is impeccable. First time with th
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Fast Delivery, looks good, on weight, thanks :)
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Trustworthy vendor and very fast delivery. Thank you.
                    

                    2 days ago
                    anon [0 deals]
                
            
        
    
","
      Germany
     ","Europe
    "
"2014-03-01__VbuWJhl9u9.html","2014-03-01","BudBoss","14g Bubba Kush AAA+",0.2334267,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Canada
     ","Worldwide
    "
"2014-03-01__VbWVew3S4u.html","2014-03-01","jackiestovalls","50g FDU-PB22",0.69918786,"Drugs","Other","
    Feedbacks:
    No feedbacks found.
","
     China
     ","Worldwide
    "
"2014-03-01__vc11sJ4vgA.html","2014-03-01","blackhand","The Popular Life - Make People Like, Respect, and Befriend You",0.00262853,"Information","eBooks","
    Feedbacks:
    
        
            
                
                    5/5
                    
                    

                    3 days ago
                    anon  ~5/5, 6~10 deals
                
            
                
                    5/5
                    
                    

                    4 days ago
                    anon  ~5/5, 6~10 deals
                
            
        
    
","
     Internet
    
    ",NA
"2014-03-01__vCByMfRPdz.html","2014-03-01","amsterdam7uplier","50 YELLOW BITCOIN PILLS 200+MG >MDMA",0.41052631,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
     ","We do not ship to USA / Canada / New zealand / Australia /Scandinavia
    "
"2014-03-01__VCFFD1K4V1.html","2014-03-01","MedEx","FULL ESCROW - $260 - One Ounce (29g) Huckleberry Kush Indoor, Top Shelf Medical Cannabis (Weed) Zip",0.46149203,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    awesome product thanks
                    

                    1 days ago
                    anon  ~5/5, 6~10 deals
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__vChxAFNv4h.html","2014-03-01","salamalejkum","25E-NBOMe & 25N-NBOMe combo 10 x 1 mg tabs",0.05249527,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
     EU
    
    ",NA
"2014-03-01__VciG3A4Fod.html","2014-03-01","passman","The Dark Net Buyers Guide",0.00888588,"Information","Guides","
    Feedbacks:
    
        
            
                
                    5/5
                    a-1!
                    

                    6 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    looking forward to reading, awesome vender
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Good info! Great Seller
                    

                    2 days ago
                    anon  4.8/5, 6~10 deals
                
            
        
    
","
    
    
    ",NA
"2014-03-01__vCLhkjlbzY.html","2014-03-01","WeedSamaritan","QP Blue Dream indoor",1.06160869,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__VCnhbCcgnd.html","2014-03-01","_drugs.inc_","3gr Northern Light Special",0.06642853,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
     ","world
    "
"2014-03-01__VCrAcqtEhX.html","2014-03-01","SaltnPepper","50Gr. MDMA Crystals 83% Pureness",1.96779964,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
    
    ",NA
"2014-03-01__vcupStG3kf.html","2014-03-01","jackiestovalls","5g  25N-NBOMe",0.67271814,"Drugs","Other","
    Feedbacks:
    No feedbacks found.
","
     China
     ","Worldwide
    "
"2014-03-01__VcXDgqTudL.html","2014-03-01","Interways","10 Pills ~ 200 mg. MDMA ""Apple""",0.12136776,"Drugs","Ecstasy","
    Feedbacks:
    
        
            
                
                    5/5
                    fast delivery, good stuff
                    

                    1 days ago
                    anon [0 deals]
                
            
        
    
","
      Germany
     ","Worldwide
    "
"2014-03-01__vcXqhMtSWj.html","2014-03-01","EZTest","EZ Test for Cocaine Identification",0.02636852,"Drugs","Stimulants","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA and Canada
    "
"2014-03-01__Vd5JE2mmbW.html","2014-03-01","blackhand","The Construction & Operation Of Clandestine Drug Laboratories",0.00261926,"Information","eBooks","
    Feedbacks:
    
        
            
                
                    5/5
                    Very good vendor professional reliable and helpful.
                    

                    6 days ago
                    anon  ~5/5, 6~10 deals
                
            
                
                    5/5
                    A good read
                    

                    0 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
     Internet
    
    ",NA
"2014-03-01__VDKbp6adno.html","2014-03-01","CannabisKingdomSA","**112g Medical Grade Blue Dream -  4oz Quarter Pound",1.77711432,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Australia
    
    ",NA
"2014-03-01__VdKT8w7tb7.html","2014-03-01","KayaNow","Pineapple Express - Organically Grown Indoors - 2 ounces ( 56 grams )",0.89764995,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","USA
    "
"2014-03-01__VDMrUlgyqw.html","2014-03-01","FelixUK","FelixUK (3.5g) - HQ Dutch Crystal MDMA UK Domestic",0.25636492,"Drugs","Ecstasy","
    Feedbacks:
    No feedbacks found.
","
      UK
    
    ",NA
"2014-03-01__VdrzUvCuo9.html","2014-03-01","/user/-Inanna-","50 X Brown Microdots Swiss Fluff 125 ug",0.52474156,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      USA
    
    ",NA
"2014-03-01__veh1gn7hRb.html","2014-03-01","PurityStandard","500mg DMT Freebase",0.05903398,"Drugs","Psychedelics","
    Feedbacks:
    
        
            
                
                    5/5
                    Voluntary FE, update will follow after arrival.
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    i want to thank u again purityStandard. i was away for 2 weeks and finalized my order without knowing it arrived but with confi
                    

                    1 days ago
                    anon  ~5/5, 6~10 deals
                
            
        
    
","
     Undeclared
     ","EU, USA, Cancada
    "
"2014-03-01__vEMBVwDD4x.html","2014-03-01","TheWeedWharehouse","1 OZ of N/Z finest black putty hash!",0.49787514,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    Great work on the 30 gram ounce guys.
                    

                    1 days ago
                    anon  5.0/5, 25~40 deals
                
            
                
                    5/5
                    Good hash, good stealth 5/5 will buy more now
                    

                    6 days ago
                    anon  5.0/5, 25~40 deals
                
            
                
                    5/5
                    3 days domestic postage. very nice hash
                    

                    3 days ago
                    anon  5.0/5, 25~40 deals
                
            
        
    
","
      New Zealand
    
    ",NA
"2014-03-01__vEpGP0BJlE.html","2014-03-01","AusXTC","1 x Premium 2C-E 20mg Capsule - AUS - Express Postage",0.01577784,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
      Australia
     ","Australia
    "
"2014-03-01__VEu82ALKD5.html","2014-03-01","SusnaSmith","1 Gram 4-MEC",0.04444128,"Drugs","Ecstasy","
    Feedbacks:
    
        
            
                
                    5/5
                    As always, the shipping was fast, packaging stealthy. The product is great quality. The vendor is very communicative and awesom
                    

                    2 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Perfect vendor. Everything great as always.
                    

                    2 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    GOOD 4-MEC, it reagent tested right and it felt like 4-MEC.

Vendor also included a huge 250mg AM-2201 sample, which I'm grea
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    quality product as always. will buy again.
                    

                    3 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Super fast shipping. Wonderful vendor A+. Responded quickly to my noobish questions without judgement. Will absolutely do busin
                    

                    5 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Great communication and service as always.
                    

                    2 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    
                    

                    2 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    the absolute best.
                    

                    3 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    Best vendor I've ever dealt with. Very trustworthy, escrow is honestly just a formality with Susna. Wonderful stuff as well. Sh
                    

                    6 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Perfect.
                    

                    1 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    great as always. Best vendor I've ever dealt with.
                    

                    0 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    Susna is my homey. Best dealer around
                    

                    4 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    best dealer best product. You can trust susna
                    

                    4 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    awesome as always
                    

                    4 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    Again and again...I only shop with the best...
                    

                    3 days ago
                    anon  ~4/5, 6~10 deals
                
            
                
                    5/5
                    Susna is a god among men
                    

                    5 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    Great as always
                    

                    0 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    FE early for perfect vendor again
                    

                    0 days ago
                    anon  ~5/5, 3~5 deals
                
            
                
                    5/5
                    FE for perfect vendor
                    

                    6 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
      USA
     ","Worldwide
    "
"2014-03-01__VeUS1Y2dsX.html","2014-03-01","cyberzen","How To Make A Girl Squirt",0.01601736,"Information","Guides","
    Feedbacks:
    No feedbacks found.
","
    
    
    ",NA
"2014-03-01__VewDWWXpGZ.html","2014-03-01","ogbryan","QP of ""FUCKING AWESOME"" Marijuana ~Strain Listed~",1.700149,"Drugs","Cannabis","
    Feedbacks:
    
        
            
                
                    5/5
                    Another amazing transaction with ogbryan. This guy has delivered on every single market that I have ordered from him. The incon
                    

                    4 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
      USA
    
    ",NA
"2014-03-01__VEY1miVXA2.html","2014-03-01","ExpressHaze","2g AMNEZIA HAZE (FE Listing)",0.07615019,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Germany
    
    ",NA
